id,reason,created_at
549,"함께 할 친구가 없어서","2023-04-23 13:08:54"
550,"기타 이유","2023-04-23 13:15:17"
551,"기타 이유","2023-04-23 13:17:43"
552,"기타 이유","2023-04-23 13:19:50"
553,"기타 이유","2023-04-23 13:28:08"
554,"함께 할 친구가 없어서","2023-04-23 13:32:11"
555,"기타 이유","2023-04-23 13:33:26"
557,"함께 할 친구가 없어서","2023-04-23 13:43:40"
558,"기타 이유","2023-04-23 13:47:17"
559,"기타 이유","2023-04-23 13:50:43"
560,"함께 할 친구가 없어서","2023-04-23 13:57:50"
561,"함께 할 친구가 없어서","2023-04-23 14:12:05"
562,"재밌는 질문이 없어서","2023-04-23 14:13:40"
563,"함께 할 친구가 없어서","2023-04-23 14:21:36"
564,"기타 이유","2023-04-23 14:28:16"
565,"기타 이유","2023-04-23 14:29:30"
566,"기타 이유","2023-04-23 14:45:42"
567,"기타 이유","2023-04-23 14:47:14"
568,"함께 할 친구가 없어서","2023-04-23 14:47:49"
569,"기타 이유","2023-04-23 14:51:19"
570,"함께 할 친구가 없어서","2023-04-23 14:58:47"
571,"기타 이유","2023-04-23 15:04:50"
572,"재밌는 질문이 없어서","2023-04-23 15:09:30"
573,"재밌는 질문이 없어서","2023-04-23 15:17:47"
574,"함께 할 친구가 없어서","2023-04-23 15:18:41"
575,"기타 이유","2023-04-23 15:19:09"
576,"재밌는 질문이 없어서","2023-04-23 15:20:13"
577,"기타 이유","2023-04-23 15:20:54"
578,"기타 이유","2023-04-23 15:22:38"
579,"재밌는 질문이 없어서","2023-04-23 15:23:51"
580,"재밌는 질문이 없어서","2023-04-23 15:31:02"
581,"기타 이유","2023-04-23 15:33:50"
582,"기타 이유","2023-04-23 15:37:42"
583,"구독료가 너무 비싸서","2023-04-23 15:40:25"
584,"기타 이유","2023-04-23 15:42:18"
585,"기타 이유","2023-04-23 15:44:39"
586,"재밌는 질문이 없어서","2023-04-23 15:45:48"
587,"함께 할 친구가 없어서","2023-04-23 15:47:26"
588,"기타 이유","2023-04-23 15:49:21"
589,test,"2023-04-23 15:54:39"
590,"함께 할 친구가 없어서","2023-04-23 15:55:27"
591,"기타 이유","2023-04-23 15:55:30"
592,"재밌는 질문이 없어서","2023-04-23 15:56:14"
593,"함께 할 친구가 없어서","2023-04-23 15:59:35"
594,"기타 이유","2023-04-23 16:02:48"
595,"기타 이유","2023-04-23 16:06:58"
596,"기타 이유","2023-04-23 16:07:24"
597,"기타 이유","2023-04-23 16:08:04"
598,"기타 이유","2023-04-23 16:08:13"
599,"함께 할 친구가 없어서","2023-04-23 16:15:54"
600,"기타 이유","2023-04-23 16:19:22"
601,"기타 이유","2023-04-23 16:19:57"
602,"구독료가 너무 비싸서","2023-04-23 16:20:38"
603,"기타 이유","2023-04-23 16:20:56"
604,"기타 이유","2023-04-23 16:21:49"
605,"함께 할 친구가 없어서","2023-04-23 16:21:53"
606,"기타 이유","2023-04-23 16:23:05"
607,"기타 이유","2023-04-23 16:25:43"
608,"함께 할 친구가 없어서","2023-04-23 16:26:43"
609,"기타 이유","2023-04-23 16:27:11"
610,"기타 이유","2023-04-23 16:27:32"
611,"기타 이유","2023-04-23 16:29:12"
612,"기타 이유","2023-04-23 16:31:33"
613,"기타 이유","2023-04-23 16:33:34"
614,"기타 이유","2023-04-23 16:34:32"
615,"함께 할 친구가 없어서","2023-04-23 16:34:45"
616,"함께 할 친구가 없어서","2023-04-23 16:37:15"
617,"기타 이유","2023-04-23 16:44:07"
618,"함께 할 친구가 없어서","2023-04-23 16:44:52"
619,"버그가 너무 많아서","2023-04-23 16:45:01"
620,"기타 이유","2023-04-23 16:54:14"
621,"함께 할 친구가 없어서","2023-04-23 17:02:07"
622,"함께 할 친구가 없어서","2023-04-23 17:02:41"
623,"함께 할 친구가 없어서","2023-04-23 17:08:28"
624,"기타 이유","2023-04-23 17:10:22"
625,"기타 이유","2023-04-23 17:29:26"
626,"함께 할 친구가 없어서","2023-04-23 17:37:45"
627,"기타 이유","2023-04-23 21:34:15"
628,"함께 할 친구가 없어서","2023-04-23 21:48:36"
629,"기타 이유","2023-04-23 21:57:16"
630,"기타 이유","2023-04-23 22:00:17"
631,"기타 이유","2023-04-23 22:22:47"
632,"기타 이유","2023-04-23 22:44:24"
633,"버그가 너무 많아서","2023-04-23 22:51:18"
634,"기타 이유","2023-04-23 22:53:27"
635,"함께 할 친구가 없어서","2023-04-23 23:01:25"
636,"기타 이유","2023-04-23 23:23:32"
637,"기타 이유","2023-04-23 23:27:57"
638,"기타 이유","2023-04-23 23:56:17"
639,"함께 할 친구가 없어서","2023-04-24 00:13:15"
640,"기타 이유","2023-04-24 01:05:06"
641,"기타 이유","2023-04-24 01:13:49"
642,"기타 이유","2023-04-24 01:17:33"
643,"기타 이유","2023-04-24 02:17:14"
644,"기타 이유","2023-04-24 03:19:10"
645,"기타 이유","2023-04-24 03:37:53"
646,"기타 이유","2023-04-24 03:59:44"
647,"함께 할 친구가 없어서","2023-04-24 04:13:54"
648,"기타 이유","2023-04-24 04:27:29"
649,"재밌는 질문이 없어서","2023-04-24 04:58:04"
650,"기타 이유","2023-04-24 05:09:57"
651,"기타 이유","2023-04-24 05:50:12"
652,"기타 이유","2023-04-24 05:57:26"
653,"기타 이유","2023-04-24 06:20:23"
654,"기타 이유","2023-04-24 06:21:02"
655,"재밌는 질문이 없어서","2023-04-24 06:29:19"
656,"함께 할 친구가 없어서","2023-04-24 06:53:28"
657,"기타 이유","2023-04-24 06:56:05"
658,"기타 이유","2023-04-24 06:57:47"
659,"함께 할 친구가 없어서","2023-04-24 06:58:48"
660,"기타 이유","2023-04-24 07:01:41"
661,"기타 이유","2023-04-24 07:17:03"
662,"기타 이유","2023-04-24 07:33:53"
663,"기타 이유","2023-04-24 07:38:35"
664,"함께 할 친구가 없어서","2023-04-24 07:45:50"
665,"함께 할 친구가 없어서","2023-04-24 08:01:58"
666,"기타 이유","2023-04-24 08:07:25"
667,"함께 할 친구가 없어서","2023-04-24 08:10:32"
668,"재밌는 질문이 없어서","2023-04-24 08:16:42"
669,"함께 할 친구가 없어서","2023-04-24 08:29:00"
670,"기타 이유","2023-04-24 08:41:29"
671,"기타 이유","2023-04-24 08:49:23"
672,"기타 이유","2023-04-24 09:19:34"
673,"재밌는 질문이 없어서","2023-04-24 09:20:07"
674,"함께 할 친구가 없어서","2023-04-24 09:22:10"
675,"함께 할 친구가 없어서","2023-04-24 09:29:16"
676,"버그가 너무 많아서","2023-04-24 09:33:49"
677,"함께 할 친구가 없어서","2023-04-24 09:34:13"
678,"재밌는 질문이 없어서","2023-04-24 09:51:45"
679,"기타 이유","2023-04-24 09:55:57"
680,"함께 할 친구가 없어서","2023-04-24 10:05:55"
681,"재밌는 질문이 없어서","2023-04-24 10:29:35"
682,"버그가 너무 많아서","2023-04-24 10:36:21"
683,"기타 이유","2023-04-24 11:18:07"
684,"기타 이유","2023-04-24 11:22:43"
685,"기타 이유","2023-04-24 11:35:59"
686,"재밌는 질문이 없어서","2023-04-24 11:43:14"
687,"기타 이유","2023-04-24 11:48:09"
688,"함께 할 친구가 없어서","2023-04-24 11:50:38"
689,"재밌는 질문이 없어서","2023-04-24 11:55:49"
690,"재밌는 질문이 없어서","2023-04-24 12:09:16"
691,"구독료가 너무 비싸서","2023-04-24 12:14:45"
692,"기타 이유","2023-04-24 12:20:33"
693,"기타 이유","2023-04-24 12:23:13"
694,"기타 이유","2023-04-24 12:29:36"
695,"기타 이유","2023-04-24 12:31:27"
696,"구독료가 너무 비싸서","2023-04-24 12:33:38"
697,"함께 할 친구가 없어서","2023-04-24 12:40:14"
698,"기타 이유","2023-04-24 12:43:42"
699,"기타 이유","2023-04-24 12:48:41"
700,"함께 할 친구가 없어서","2023-04-24 12:49:20"
701,"기타 이유","2023-04-24 12:51:20"
702,"기타 이유","2023-04-24 13:00:46"
703,"재밌는 질문이 없어서","2023-04-24 13:21:29"
704,"기타 이유","2023-04-24 13:21:38"
705,"기타 이유","2023-04-24 13:26:55"
706,"기타 이유","2023-04-24 13:28:39"
707,"기타 이유","2023-04-24 13:36:16"
708,"버그가 너무 많아서","2023-04-24 13:55:11"
709,"함께 할 친구가 없어서","2023-04-24 13:59:12"
710,"기타 이유","2023-04-24 14:01:16"
711,"재밌는 질문이 없어서","2023-04-24 14:05:45"
712,"함께 할 친구가 없어서","2023-04-24 14:10:31"
713,"기타 이유","2023-04-24 14:11:59"
714,"기타 이유","2023-04-24 14:13:07"
715,"기타 이유","2023-04-24 14:18:30"
716,"재밌는 질문이 없어서","2023-04-24 14:22:04"
717,"기타 이유","2023-04-24 14:22:13"
718,"재밌는 질문이 없어서","2023-04-24 14:26:47"
719,"기타 이유","2023-04-24 14:27:33"
720,"함께 할 친구가 없어서","2023-04-24 14:38:53"
721,"재밌는 질문이 없어서","2023-04-24 14:50:02"
722,"기타 이유","2023-04-24 14:51:46"
723,"기타 이유","2023-04-24 14:58:39"
724,"함께 할 친구가 없어서","2023-04-24 15:08:19"
725,"기타 이유","2023-04-24 15:14:35"
726,"함께 할 친구가 없어서","2023-04-24 15:16:02"
727,"기타 이유","2023-04-24 15:20:01"
728,"기타 이유","2023-04-24 15:31:10"
729,"재밌는 질문이 없어서","2023-04-24 15:37:40"
730,"재밌는 질문이 없어서","2023-04-24 15:40:35"
731,"함께 할 친구가 없어서","2023-04-24 15:58:15"
732,"기타 이유","2023-04-24 16:25:32"
733,"기타 이유","2023-04-24 16:26:47"
734,"재밌는 질문이 없어서","2023-04-24 16:59:09"
735,"함께 할 친구가 없어서","2023-04-24 17:25:29"
736,"함께 할 친구가 없어서","2023-04-24 17:43:56"
737,"버그가 너무 많아서","2023-04-24 18:54:09"
738,"기타 이유","2023-04-24 20:51:23"
739,"재밌는 질문이 없어서","2023-04-24 21:42:49"
740,"함께 할 친구가 없어서","2023-04-24 21:59:07"
741,"재밌는 질문이 없어서","2023-04-24 22:18:16"
742,"함께 할 친구가 없어서","2023-04-24 22:19:12"
743,"기타 이유","2023-04-24 23:13:11"
744,"함께 할 친구가 없어서","2023-04-24 23:23:01"
745,"기타 이유","2023-04-25 00:12:37"
746,"기타 이유","2023-04-25 00:30:38"
747,"구독료가 너무 비싸서","2023-04-25 01:10:19"
748,"함께 할 친구가 없어서","2023-04-25 01:45:19"
749,"함께 할 친구가 없어서","2023-04-25 02:18:53"
750,"함께 할 친구가 없어서","2023-04-25 03:43:36"
751,"기타 이유","2023-04-25 04:00:37"
752,"기타 이유","2023-04-25 04:06:51"
753,"기타 이유","2023-04-25 04:25:50"
754,"기타 이유","2023-04-25 04:27:32"
755,"버그가 너무 많아서","2023-04-25 04:44:51"
756,"기타 이유","2023-04-25 05:25:49"
757,"기타 이유","2023-04-25 06:17:23"
758,"함께 할 친구가 없어서","2023-04-25 06:42:04"
759,"기타 이유","2023-04-25 06:43:19"
760,"재밌는 질문이 없어서","2023-04-25 06:52:01"
761,"함께 할 친구가 없어서","2023-04-25 06:58:11"
762,"기타 이유","2023-04-25 07:18:28"
763,"재밌는 질문이 없어서","2023-04-25 07:47:27"
764,"기타 이유","2023-04-25 08:01:15"
765,"기타 이유","2023-04-25 08:04:44"
766,"함께 할 친구가 없어서","2023-04-25 08:05:24"
767,"기타 이유","2023-04-25 08:12:58"
768,"버그가 너무 많아서","2023-04-25 08:16:39"
769,"기타 이유","2023-04-25 08:57:45"
770,"기타 이유","2023-04-25 09:19:27"
771,"기타 이유","2023-04-25 09:59:50"
772,"함께 할 친구가 없어서","2023-04-25 10:33:43"
773,"함께 할 친구가 없어서","2023-04-25 10:38:33"
774,"기타 이유","2023-04-25 10:40:50"
775,test,"2023-04-25 10:43:20"
776,"기타 이유","2023-04-25 10:44:14"
777,"함께 할 친구가 없어서","2023-04-25 10:48:32"
778,"기타 이유","2023-04-25 10:56:20"
779,"함께 할 친구가 없어서","2023-04-25 10:56:45"
780,"기타 이유","2023-04-25 11:25:43"
781,"기타 이유","2023-04-25 11:28:03"
782,"기타 이유","2023-04-25 11:31:30"
783,"기타 이유","2023-04-25 11:49:31"
784,"기타 이유","2023-04-25 12:00:13"
785,"기타 이유","2023-04-25 12:09:03"
786,"기타 이유","2023-04-25 12:09:37"
787,"함께 할 친구가 없어서","2023-04-25 12:14:14"
788,"함께 할 친구가 없어서","2023-04-25 12:15:04"
789,"함께 할 친구가 없어서","2023-04-25 12:18:46"
790,"함께 할 친구가 없어서","2023-04-25 12:25:37"
791,"함께 할 친구가 없어서","2023-04-25 12:33:10"
792,"기타 이유","2023-04-25 12:41:37"
793,"재밌는 질문이 없어서","2023-04-25 12:47:13"
794,"기타 이유","2023-04-25 12:51:12"
795,"기타 이유","2023-04-25 12:52:26"
796,"함께 할 친구가 없어서","2023-04-25 12:52:58"
797,"기타 이유","2023-04-25 12:55:06"
798,"재밌는 질문이 없어서","2023-04-25 12:56:05"
799,"기타 이유","2023-04-25 12:58:34"
800,"재밌는 질문이 없어서","2023-04-25 13:01:40"
801,"기타 이유","2023-04-25 13:02:39"
802,"기타 이유","2023-04-25 13:05:55"
803,"기타 이유","2023-04-25 13:13:45"
804,"기타 이유","2023-04-25 13:15:43"
805,"함께 할 친구가 없어서","2023-04-25 13:23:03"
806,"재밌는 질문이 없어서","2023-04-25 13:23:28"
807,"함께 할 친구가 없어서","2023-04-25 13:23:42"
808,"기타 이유","2023-04-25 13:23:47"
809,"함께 할 친구가 없어서","2023-04-25 13:35:07"
810,"버그가 너무 많아서","2023-04-25 13:35:51"
811,"함께 할 친구가 없어서","2023-04-25 13:36:48"
812,"재밌는 질문이 없어서","2023-04-25 13:43:26"
813,"기타 이유","2023-04-25 13:43:57"
814,"기타 이유","2023-04-25 13:45:20"
815,"함께 할 친구가 없어서","2023-04-25 13:47:21"
816,"기타 이유","2023-04-25 13:53:11"
817,"기타 이유","2023-04-25 13:54:51"
818,"기타 이유","2023-04-25 13:58:32"
819,"재밌는 질문이 없어서","2023-04-25 13:59:38"
820,"기타 이유","2023-04-25 14:07:39"
821,"기타 이유","2023-04-25 14:10:41"
822,"함께 할 친구가 없어서","2023-04-25 14:21:00"
823,"함께 할 친구가 없어서","2023-04-25 14:23:54"
824,"함께 할 친구가 없어서","2023-04-25 14:29:12"
825,"기타 이유","2023-04-25 14:35:23"
826,"함께 할 친구가 없어서","2023-04-25 14:43:44"
827,"기타 이유","2023-04-25 14:44:10"
828,"기타 이유","2023-04-25 14:48:44"
829,"기타 이유","2023-04-25 14:59:04"
830,"기타 이유","2023-04-25 15:01:00"
831,"기타 이유","2023-04-25 15:05:55"
832,"기타 이유","2023-04-25 15:10:51"
833,"재밌는 질문이 없어서","2023-04-25 15:19:07"
834,"기타 이유","2023-04-25 15:22:50"
835,"기타 이유","2023-04-25 15:23:13"
836,"함께 할 친구가 없어서","2023-04-25 15:23:14"
837,"기타 이유","2023-04-25 15:23:50"
838,"기타 이유","2023-04-25 15:29:15"
839,"함께 할 친구가 없어서","2023-04-25 15:32:00"
840,"기타 이유","2023-04-25 15:36:04"
841,"기타 이유","2023-04-25 15:36:28"
842,"함께 할 친구가 없어서","2023-04-25 15:38:12"
843,"기타 이유","2023-04-25 15:44:36"
844,"기타 이유","2023-04-25 16:07:58"
845,"기타 이유","2023-04-25 16:20:26"
846,test,"2023-04-25 16:21:43"
847,test,"2023-04-25 16:22:01"
848,"함께 할 친구가 없어서","2023-04-25 16:23:45"
849,"함께 할 친구가 없어서","2023-04-25 16:25:48"
850,"기타 이유","2023-04-25 16:26:42"
851,"재밌는 질문이 없어서","2023-04-25 16:33:01"
852,"기타 이유","2023-04-25 16:38:55"
853,"함께 할 친구가 없어서","2023-04-25 16:39:38"
854,"기타 이유","2023-04-25 16:39:58"
855,"기타 이유","2023-04-25 16:55:59"
856,"함께 할 친구가 없어서","2023-04-25 17:14:54"
857,"기타 이유","2023-04-25 17:23:10"
858,"함께 할 친구가 없어서","2023-04-25 17:48:14"
859,"기타 이유","2023-04-25 21:09:06"
860,"기타 이유","2023-04-25 21:44:17"
861,"함께 할 친구가 없어서","2023-04-25 21:59:07"
862,"재밌는 질문이 없어서","2023-04-25 22:00:06"
863,"함께 할 친구가 없어서","2023-04-25 22:09:07"
864,"함께 할 친구가 없어서","2023-04-25 22:34:26"
865,"기타 이유","2023-04-25 22:46:51"
866,"기타 이유","2023-04-25 22:49:42"
867,"기타 이유","2023-04-25 22:51:54"
868,"기타 이유","2023-04-25 23:01:17"
869,"재밌는 질문이 없어서","2023-04-25 23:03:24"
870,"기타 이유","2023-04-25 23:11:56"
871,"기타 이유","2023-04-25 23:22:31"
872,"재밌는 질문이 없어서","2023-04-25 23:40:30"
873,"재밌는 질문이 없어서","2023-04-26 00:02:41"
874,"버그가 너무 많아서","2023-04-26 00:29:50"
875,"기타 이유","2023-04-26 00:38:08"
876,"기타 이유","2023-04-26 00:47:56"
877,"함께 할 친구가 없어서","2023-04-26 01:07:28"
878,"기타 이유","2023-04-26 01:14:00"
879,"재밌는 질문이 없어서","2023-04-26 01:15:36"
880,"재밌는 질문이 없어서","2023-04-26 01:41:28"
881,"버그가 너무 많아서","2023-04-26 02:09:35"
882,"기타 이유","2023-04-26 02:11:21"
883,"기타 이유","2023-04-26 02:19:13"
884,"함께 할 친구가 없어서","2023-04-26 02:25:20"
885,"기타 이유","2023-04-26 03:17:24"
886,"기타 이유","2023-04-26 03:18:41"
887,"기타 이유","2023-04-26 03:20:11"
888,"버그가 너무 많아서","2023-04-26 03:37:58"
889,"기타 이유","2023-04-26 03:43:26"
890,"기타 이유","2023-04-26 03:56:54"
891,"재밌는 질문이 없어서","2023-04-26 04:07:11"
892,"함께 할 친구가 없어서","2023-04-26 04:35:59"
893,"기타 이유","2023-04-26 04:38:16"
894,"재밌는 질문이 없어서","2023-04-26 04:39:19"
895,"기타 이유","2023-04-26 05:03:57"
896,"재밌는 질문이 없어서","2023-04-26 05:07:36"
897,"기타 이유","2023-04-26 05:08:15"
898,"함께 할 친구가 없어서","2023-04-26 05:43:31"
899,"기타 이유","2023-04-26 05:55:01"
900,"기타 이유","2023-04-26 05:57:50"
901,"기타 이유","2023-04-26 06:08:22"
902,test,"2023-04-26 06:11:42"
903,"재밌는 질문이 없어서","2023-04-26 06:13:06"
904,"기타 이유","2023-04-26 06:29:46"
905,"기타 이유","2023-04-26 06:51:06"
906,"기타 이유","2023-04-26 06:52:05"
907,"기타 이유","2023-04-26 06:53:43"
908,"기타 이유","2023-04-26 06:56:45"
909,"기타 이유","2023-04-26 06:57:40"
910,"재밌는 질문이 없어서","2023-04-26 07:02:36"
911,"기타 이유","2023-04-26 07:13:54"
912,"함께 할 친구가 없어서","2023-04-26 07:22:26"
913,"기타 이유","2023-04-26 07:24:49"
914,"함께 할 친구가 없어서","2023-04-26 07:32:21"
915,"기타 이유","2023-04-26 07:36:25"
916,"기타 이유","2023-04-26 07:42:11"
917,"함께 할 친구가 없어서","2023-04-26 07:51:49"
919,"기타 이유","2023-04-26 08:02:07"
920,"기타 이유","2023-04-26 08:07:21"
921,"함께 할 친구가 없어서","2023-04-26 08:07:59"
922,test,"2023-04-26 08:10:27"
924,"함께 할 친구가 없어서","2023-04-26 08:21:15"
925,"재밌는 질문이 없어서","2023-04-26 08:28:31"
926,"기타 이유","2023-04-26 08:35:01"
927,"기타 이유","2023-04-26 08:35:27"
929,"함께 할 친구가 없어서","2023-04-26 08:45:36"
930,"기타 이유","2023-04-26 08:49:36"
931,test,"2023-04-26 08:49:41"
932,"기타 이유","2023-04-26 08:49:52"
933,"함께 할 친구가 없어서","2023-04-26 08:55:42"
935,"함께 할 친구가 없어서","2023-04-26 08:59:52"
936,"함께 할 친구가 없어서","2023-04-26 09:00:54"
937,"함께 할 친구가 없어서","2023-04-26 09:01:10"
938,"기타 이유","2023-04-26 09:10:31"
939,"기타 이유","2023-04-26 09:12:07"
940,"기타 이유","2023-04-26 09:16:39"
941,"기타 이유","2023-04-26 09:25:08"
942,"버그가 너무 많아서","2023-04-26 09:30:55"
943,"기타 이유","2023-04-26 09:34:54"
944,"기타 이유","2023-04-26 09:54:30"
945,"기타 이유","2023-04-26 09:57:02"
946,"기타 이유","2023-04-26 10:03:00"
947,"함께 할 친구가 없어서","2023-04-26 10:03:37"
948,"기타 이유","2023-04-26 10:07:32"
949,"기타 이유","2023-04-26 10:11:14"
950,"함께 할 친구가 없어서","2023-04-26 10:14:36"
951,"기타 이유","2023-04-26 10:14:36"
952,"함께 할 친구가 없어서","2023-04-26 10:14:37"
953,"함께 할 친구가 없어서","2023-04-26 10:18:39"
954,"재밌는 질문이 없어서","2023-04-26 10:19:22"
955,"기타 이유","2023-04-26 10:19:46"
956,"함께 할 친구가 없어서","2023-04-26 10:40:40"
957,"기타 이유","2023-04-26 10:42:33"
958,"기타 이유","2023-04-26 10:45:02"
959,"함께 할 친구가 없어서","2023-04-26 10:48:23"
960,"함께 할 친구가 없어서","2023-04-26 10:50:19"
961,"기타 이유","2023-04-26 11:00:52"
962,"기타 이유","2023-04-26 11:03:50"
963,"기타 이유","2023-04-26 11:09:04"
964,"함께 할 친구가 없어서","2023-04-26 11:11:21"
965,"기타 이유","2023-04-26 11:24:14"
966,"기타 이유","2023-04-26 11:27:07"
967,"기타 이유","2023-04-26 11:34:16"
968,"함께 할 친구가 없어서","2023-04-26 11:42:30"
969,"재밌는 질문이 없어서","2023-04-26 11:45:48"
970,"기타 이유","2023-04-26 11:50:26"
971,"기타 이유","2023-04-26 11:55:59"
972,"함께 할 친구가 없어서","2023-04-26 12:02:10"
973,"함께 할 친구가 없어서","2023-04-26 12:04:04"
974,"함께 할 친구가 없어서","2023-04-26 12:06:33"
975,"기타 이유","2023-04-26 12:13:54"
976,"기타 이유","2023-04-26 12:18:53"
977,"기타 이유","2023-04-26 12:24:37"
978,"기타 이유","2023-04-26 12:34:33"
979,"기타 이유","2023-04-26 12:36:51"
980,"기타 이유","2023-04-26 12:40:24"
981,"기타 이유","2023-04-26 12:46:54"
982,"함께 할 친구가 없어서","2023-04-26 12:46:57"
983,"기타 이유","2023-04-26 12:50:41"
984,"기타 이유","2023-04-26 13:08:20"
985,"기타 이유","2023-04-26 13:20:53"
986,"재밌는 질문이 없어서","2023-04-26 13:21:46"
987,"기타 이유","2023-04-26 13:26:08"
988,"기타 이유","2023-04-26 13:28:08"
989,"함께 할 친구가 없어서","2023-04-26 13:29:01"
990,"기타 이유","2023-04-26 13:31:57"
991,"기타 이유","2023-04-26 13:33:05"
992,"기타 이유","2023-04-26 13:34:31"
993,"함께 할 친구가 없어서","2023-04-26 13:35:05"
994,"재밌는 질문이 없어서","2023-04-26 13:39:05"
995,"기타 이유","2023-04-26 13:39:35"
996,"기타 이유","2023-04-26 13:40:20"
997,"기타 이유","2023-04-26 13:40:31"
998,"기타 이유","2023-04-26 13:46:43"
999,"기타 이유","2023-04-26 13:48:28"
1000,"함께 할 친구가 없어서","2023-04-26 13:52:49"
1001,"기타 이유","2023-04-26 13:58:55"
1002,"기타 이유","2023-04-26 13:59:11"
1003,"기타 이유","2023-04-26 14:00:16"
1004,"함께 할 친구가 없어서","2023-04-26 14:00:34"
1005,"기타 이유","2023-04-26 14:01:16"
1006,"기타 이유","2023-04-26 14:01:30"
1007,"구독료가 너무 비싸서","2023-04-26 14:02:33"
1008,"기타 이유","2023-04-26 14:05:27"
1009,"기타 이유","2023-04-26 14:11:54"
1010,"기타 이유","2023-04-26 14:12:15"
1011,"기타 이유","2023-04-26 14:14:34"
1012,"기타 이유","2023-04-26 14:20:22"
1013,"기타 이유","2023-04-26 14:24:51"
1014,"기타 이유","2023-04-26 14:31:39"
1015,"함께 할 친구가 없어서","2023-04-26 14:31:54"
1016,"함께 할 친구가 없어서","2023-04-26 14:32:00"
1017,"기타 이유","2023-04-26 14:33:55"
1018,"함께 할 친구가 없어서","2023-04-26 14:36:12"
1019,"기타 이유","2023-04-26 14:42:30"
1020,"기타 이유","2023-04-26 14:43:38"
1021,"기타 이유","2023-04-26 14:45:04"
1022,"기타 이유","2023-04-26 14:46:00"
1023,"기타 이유","2023-04-26 14:46:43"
1024,"기타 이유","2023-04-26 14:50:10"
1025,"재밌는 질문이 없어서","2023-04-26 14:53:46"
1026,"함께 할 친구가 없어서","2023-04-26 14:55:37"
1027,"재밌는 질문이 없어서","2023-04-26 15:01:57"
1028,"함께 할 친구가 없어서","2023-04-26 15:05:32"
1029,"기타 이유","2023-04-26 15:12:17"
1030,"기타 이유","2023-04-26 15:14:05"
1031,"함께 할 친구가 없어서","2023-04-26 15:14:45"
1032,"기타 이유","2023-04-26 15:17:24"
1033,"기타 이유","2023-04-26 15:17:38"
1034,"기타 이유","2023-04-26 15:18:59"
1035,"함께 할 친구가 없어서","2023-04-26 15:25:48"
1036,"기타 이유","2023-04-26 15:30:13"
1037,"기타 이유","2023-04-26 15:32:18"
1038,"함께 할 친구가 없어서","2023-04-26 15:32:31"
1039,"기타 이유","2023-04-26 15:35:03"
1040,"함께 할 친구가 없어서","2023-04-26 15:45:42"
1041,"기타 이유","2023-04-26 15:47:20"
1042,"기타 이유","2023-04-26 15:54:23"
1043,"기타 이유","2023-04-26 15:56:54"
1044,"함께 할 친구가 없어서","2023-04-26 16:00:08"
1045,"기타 이유","2023-04-26 16:01:35"
1046,"함께 할 친구가 없어서","2023-04-26 16:02:40"
1047,"함께 할 친구가 없어서","2023-04-26 16:05:00"
1048,"기타 이유","2023-04-26 16:10:23"
1049,"기타 이유","2023-04-26 16:15:05"
1050,"함께 할 친구가 없어서","2023-04-26 16:15:20"
1051,"기타 이유","2023-04-26 16:17:29"
1052,"함께 할 친구가 없어서","2023-04-26 16:26:28"
